,Unnamed: 0,id,keywords
40,40,31174,"['dumpster', 'killing', 'loss', 'armored', 'car', 'virginity', 'crushed', 'truck', 'hiding', 'mercy', 'money']"
41,41,11443,"['fountain', 'jealousy', 'medicine', 'court', 'gloves', 'spaniel', 'wealth']"
42,42,35196,"['monster', 'gore', 'game', 'martial', 'hand', 'video', 'combat', 'tournament', 'arts', 'based', 'violence', 'island', 'sorcerer']"
43,43,9312,"['personality', 'disorder', 'obsession', 'hampshire', 'winter', 'television', 'new', 'narcissistic', 'adultery']"
44,44,577,"['family', 'monogamy', 'director', 'advice', 'grandmother', 'marriage', 'extramarital', 'vows', 'woman', 'quilt', 'wedding', 'married', 'holiday', 'affair', 'couple', 'love', 'proposal']"
45,45,11861,"['detective', 'impulsiveness', 'evisceration', 'lust', 'selffulfilling', 'killer', 'vanity', 'drug', 'rage', 'hate', 'investigation', 'prophecy', 'police', 'insomnia', 'pride', 'serial', 'pension', 'dealer', 'swat', 'immoderateness']"
46,46,807,"['animate', 'crossed', 'culture', 'century', 'animation', 'american', 'based', 'songs', 'relationship', 'dog', 'shamanism', 'star', 'cross', 'princess', 'virginia', 'indian', 'cultural', 'colony', 'musical', 'native', 'chief', '17th', 'pizarro', 'tree', 'lovers', 'clash', 'gold', 'sidekick', 'forbidden', 'musket', 'animal', 'reference', 'claim', 'rush', 'romance', 'jamestown', 'pug', 'myths', 'folklore', 'vs', 'indians', 'land', 'powhatan', 'love', 'settlers', 'settler']"
47,47,10530,"['director', 'woman', 'professor', 'lgbt']"
48,48,8391,"['criminal', 'mastermind', 'relatives', 'sibling', 'theft', 'law', 'hungarian']"
49,49,629,['']
50,50,117164,"['adoption', 'childlessness', 'prostitution', 'independent', 'prostitute', 'child', 'illegal', 'looking', 'birth', 'adoptive', 'mother', 'father', 'parents', 'film']"
51,51,11448,"['independent', 'film']"
52,52,49133,"['family', 'director', 'kids', 'woman', 'sport', 'soccer']"
53,53,26441,"['alcohol', 'drug', 'artist', 'band', 'music']"
54,54,97406,['']
55,55,124057,"['family', 'baltimore', 'director', 'conflict', 'woman', 'thanksgiving', 'clan', 'generations']"
56,56,9089,"['fisherman', 'postman', 'letter', 'island', 'poet']"
57,57,11010,['']
58,58,99040,"['life', 'world', 'comes', 'cupboard', 'parallel', 'toy', 'puppet', 'games']"
59,59,11359,"['rape', 'selfdefense', 'gun', 'grieving', 'parents']"
60,60,17182,"['life', 'private', 'musical', 'deafmute', 'mentor', 'disabled', 'composer', 'apprentice', 'music']"
61,61,2054,"['hiphop', 'gang', 'parody', 'satire', 'slang', 'social', 'racism', 'hood', 'gangster', 'cousin', 'date']"
62,62,10607,"['painting', 'thief', 'seasickness', 'island']"
63,63,19760,"['vegetarian', 'biotope', 'pollution']"
64,64,9536,"['reality', 'sword', 'fight', 'hacker', 'computer', 'virtual']"
65,65,11525,['']
66,66,40628,"['van', 'director', 'triangle', 'woman', 'agent', 'menage', 'estate', 'trois', 'france', 'love', 'southern']"
67,67,4482,"['rapper', 'child', 'job', 'parent', 'relationship', 'rap', 'music']"
68,68,10634,"['siege', 'situation', 'explosion', 'american', 'spurting', 'relationship', 'brother', 'dancing', 'eroticism', 'convenience', 'constrictor', 'nightclub', 'sexual', 'entertainer', 'extreme', 'sheriff', 'blood', 'hostage', 'recreational', 'store', 'showdown', 'holy', 'preacher', 'bank', 'robbery', 'obsession', 'vampire', 'stripper', 'water', 'priest', 'border', 'nudity', 'mexican', 'violence', 'vehicle', 'boa', 'female', 'crucifix', 'robber']"
69,69,755,"['held', 'scene', 'psychopath', 'underwater', 'car', 'based', 'bomb', 'police', 'kgb', 'handcuffs', 'remake', 'run', 'sex', 'hacker', 'launcher', 'computer', 'film', 'double', 'fugitive', 'parking', 'conspiracy', 'station', 'crash', 'cross', 'lawyer', 'gun', 'hostage', 'detective', 'chase', 'grenade', 'pizza', 'novel', 'shootout', 'woman', 'russian', 'agent', 'damsel', 'kidnapping', 'foot', 'miami', 'fbi', 'garage', 'sadist', 'protection', 'gunpoint', 'cult', 'sadism', 'machine', 'team', 'rogue', 'gunfight', 'distress', 'swat']"
70,70,11859,['college']
71,71,28387,"['nun', 'boxer', 'jewish', 'lawyer', 'paris']"
72,72,48750,"['florist', 'family', 'relationships']"
73,73,20927,['bully']
74,74,36929,"['man', 'survival', 'planet', 'alien', 'vs', 'machine', 'struggle']"
75,75,9102,['']
76,76,124626,"['hitandrun', 'independent', 'tragedy', 'daughter', 'loss', 'revenge', 'suspense', 'driving', 'film']"
77,77,27526,"['trial', 'courtroom', 'case', 'blackmail', 'son', 'jurors', 'court']"
78,78,9623,"['fish', 'celebration', 'money', 'goldfish']"
79,79,46785,"['independent', 'psychopath', 'illegal', 'denver', 'paranoia', 'relationship', 'friendship', 'boat', 'film', 'hunter', 'blood', 'father', 'bounty', 'way', 'gangster', 'godmother', 'hitman', 'diner', 'son', 'coffin', 'life', 'prostitution', 'revenge', 'extramarital', 'murder', 'violence', 'mafia', 'affair']"
80,80,400,"['family', 'feminism', 'suicide', 'freedom', 'director', 'underdog', 'summer', 'university', 'relationship', 'village', 'single', 'philosophy', 'loss', 'war', 'rape', 'free', 'right', 'mother', 'justice', 'indian', 'daughter', 'mentally', 'woman', 'widow', 'disabled', 'life', 'domestic', 'homosexuality', 'mathematics', 'history', 'world', 'peasant', 'ii', 'violence', 'love']"
81,81,880,"['family', 'racial', 'segregation', 'african', 'american', 'setting', 'rural', 'relationships']"
82,82,146599,['']
83,83,188588,"['class', 'man', 'poor', 'society', 'woman', 'scientist', 'naturalist', 'insect', 'rich']"
84,84,8447,"['captain', 'male', 'age', 'ship', 'caribbean', 'squall', 'seasickness', 'storm', 'survival', 'sea', 'diary', 'boy', 'coming', 'bonding', 'discipline', 'sail', '1960s', 'trip', 'sailing', 'teenage']"
85,85,10534,"['bully', 'fistfight', 'boss', 'hotel', 'orangutan', 'manager']"
86,86,17414,"['candid', 'director', 'double', 'act', 'oxide', 'satire', 'woman', 'camera', 'nitrous', 'crooked', 'political', 'politician']"
87,87,13997,"['train', 'assassination', 'station', 'politics', 'los', 'angeles']"
88,88,2086,['']
89,89,61548,"['monster', 'housemaid', 'century', 'servant', 'laboratory', '19th', 'jekyll', 'hyde']"
90,90,9095,"['vampire', 'half']"
91,91,12158,['hometown']
92,92,9283,"['captain', 'underground', 'explosion', 'humvee', 'pilot', 'mine', 'device', 'desert', 'betrayal', 'fistfight', 'park', 'military', 'major', 'ranger', 'train', 'helicopter', 'boxing', 'aircraft', 'countdown', 'standoff', 'stealth', 'mexican', 'canyon', 'nuclear', 'gunfight', 'river', 'abandoned']"
93,93,9208,"['christmas', 'actor', 'play', 'hamlet']"
94,94,40154,"['family', 'unemployment', 'deprived', 'brutality', 'skinhead', 'police', 'xenophobia', 'breakdance', 'gun', 'officer', 'boredom', 'hiphop', 'robbery', 'neonazi', 'paris', 'arabian', 'socially', 'revenge', 'capture', 'suburb', 'violence']"
95,95,406,['']
96,96,45549,"['hollywood', 'prostitution', 'narration']"
97,97,63076,"['election', 'drugs', 'mayor', 'war', 'drug', 'presidential', 'agent', 'investigation', 'police', 'corruption', 'dealer', 'undercover']"
98,98,11062,"['burglar', 'independent', 'maid', 'escapade', 'psychiatric', 'robbery', 'barrier', 'language', 'relationship', 'brother', 'hospital', 'theft', 'laundry', 'room', 'motel', 'breakdown', 'nervous', 'film']"
99,99,13685,['']
100,100,47475,"['gunman', 'animal', 'memory', 'suspense', 'murder', 'police', 'experiment', 'relationship', 'wife', 'husband', 'forensic', 'experimentation']"
101,101,2045,"['loss', 'golf', 'sport', 'mother', 'father', 'taxes']"
102,102,9614,"['sight', 'bridge', 'letter', 'relationship', 'unsociability', 'role', 'nature', 'mother', 'documentary', 'ones', 'secret', 'husband', 'first', 'adultery', 'life', 'iowa', 'photographer', 'marriage', 'housewife', 'photography', 'peasant', 'crisis', 'wife', 'farewell', 'love']"
103,103,688,"['voodoo', 'single', 'director', 'man', 'falling', 'woman', 'prophecy', 'love', 'rich']"
104,104,11907,"['gang', 'puppet', 'island', 'hunt', 'treasure', 'pirate']"
105,105,10874,['']
106,106,89333,['excon']
107,107,96357,"['revolt', 'legend', 'enemy', 'independence', 'individual', 'scotland', 'tyranny', 'love']"
108,108,197,"['prostitution', 'shift', 'death', 'vigilante', 'night', 'illegal', 'drug', 'vietnam', 'obsession', 'shot', 'loner', 'taxi', 'veteran', 'dealer', 'alienation', 'misanthrope']"
109,109,103,"['gang', 'martial', 'war', 'supermarket', 'child', 'arts', 'disabled', 'york', 'new', 'duringcreditsstinger', 'wedding', 'diamond', 'bronx']"
110,110,33542,['']
111,111,43566,"['coal', 'mining', 'lesson', 'dance', 'bagpipes']"
112,112,71754,"['friend', 'director', 'twins', 'swap', 'woman', 'best', 'country']"
113,113,43612,"['interview', 'rabbit', 'prejudice', 'auschwitz', 'victim', 'typhus', 'fascism', 'burglary']"
114,114,51352,"['england', 'misfit', 'london', 'killer', 'stepmother', 'social', 'teenager', 'based', 'murder', 'mental', 'story', 'serial', 'poison', 'true', 'institution', 'psychiatrist']"
115,115,16934,"['friend', 'single', 'independent', 'bridge', 'brooklyn', 'roommate', 'best', 'love', 'film']"
116,116,10324,"['santa', 'relationship', 'brother', 'estate', 'barbara', 'twin', 'california', 'lawyer']"
117,117,78406,"['australia', 'hawaii', 'teacher', 'car', 'solar', 'power']"
118,118,55731,['']
119,119,32119,"['women', 'role', 'man', 'ladykiller', 'chefin', 'womanizer', 'casanova', 'ladies', 'success']"
120,120,11066,"['expiration', 'bar', 'drug', 'romance', 'snack', 'exgirlfriend', 'pineapple', 'flight', 'hong', 'kong', 'attendant', 'girlfriend', 'smuggle', 'date']"
121,121,11104,['']
122,122,37975,"['lsd', 'independent', 'looking', 'birth', 'halfbrother', 'parents', 'film']"
123,123,2074,"['magic', 'flying']"
124,124,27793,"['director', 'woman']"
125,125,44284,['']
126,126,290157,['']
127,127,110972,"['director', 'independent', 'woman', 'film']"
128,128,32622,"['troop', 'ship', 'writer', 'ireland', 'boy', 'flashback']"
129,129,73067,"['san', 'francisco', 'investigation', 'murder', 'callgirl']"
130,130,11863,"['emigration', 'york', 'dominican', 'new', 'republic']"
131,131,55475,['']
132,132,124636,"['misfit', 'submarine', 'us', 'navy']"
133,133,9101,['biography']
134,134,123360,"['independent', 'homosexuality', 'mockumentary', 'film']"
135,135,5757,"['novel', 'south', 'singer', 'based', 'usa', 'southern']"
136,136,39428,['']
137,137,124639,"['tv', 'hylde', 'foran', 'nederste', 'skab']"
138,138,9302,"['homophobia', 'lgbt', 'drag', 'crossdressing', 'florida', '1990s', 'gay', 'queen', 'coming', 'senator', 'politician']"
139,139,11000,"['communism', 'virgin', 'mary', 'mountain', 'apparition', 'miracle']"
140,140,249882,"['friend', 'independent', 'irish', 'best', 'true', 'catholic', 'love', 'film']"
141,141,16388,"['lord', 'explosion', 'brutality', 'car', 'handcuffs', 'strip', 'cannon', 'skittles', 'drug', 'crash', 'chase', 'detective', 'black', 'badge', 'internal', 'affairs', 'airport', 'hangar', 'action', 'foot', 'hero', 'miami', 'bust', 'cop', 'standoff', 'loose', 'protection', 'corrupt', 'reference', 'witness', 'mexican', 'club', 'gunfight']"
142,142,9737,"['panda', 'china', 'poacher']"
143,143,30765,"['addiction', 'basketball', 'friends', 'drug', 'sport']"
144,144,10474,"['theatre', 'england', 'liverpool', 'novel', 'company', 'based', '1940s']"
145,145,22279,"['independent', 'film']"
146,146,30157,"['cape', 'spacecraft', 'explosion', 'courage', 'saturn', 'based', 'true', 'hypothermia', 'spaceman', 'accident', 'astronaut', 'kennedy', 'moon', 'rocket', 'lunar', 'mission', 'rescue', 'survival', 'story', 'v', 'disaster', 'space', 'apollo', 'florida', 'program', 'time', 'houston', 'imax', 'race', 'nasa']"
147,147,568,"['century', 'biography', 'man', 'scotland', 'highlands', 'violent', '18th']"
148,148,11780,"['philosophy', 'york', 'student', 'vampire', 'violence', 'new', 'blood']"
149,149,34996,"['attorney', 'dc', 'city', 'stairs', 'broken', 'gotham', 'knocked', 'tommy', 'disfigurement', 'criminal', 'superhero', 'beretta', 'gun', 'father', 'tied', 'comics', 'partner', 'robin', 'riddle', 'neck', 'millionaire', 'psychologist', 'super', 'falling', 'powers', 'district', 'rose', 'violence', 'figure']"
150,150,414,"['life', 'womens', 'double', 'fantasy', 'brothel', 'prostitute', 'jealousy', 'masochism', 'dream', 'independent', 'sexual', 'relationship', 'dual', 'wife', 'husband', 'adultery', 'film']"
151,151,649,"['rangoon', 'doctor', 'burma']"
152,152,1873,"['independent', 'smoking', 'shop', 'film', 'cigar', 'corner', 'cigarette', 'tobacco']"
153,153,5894,['']
154,154,1775,"['children', 'danger', 'halloween', 'friends', 'heroes', 'imaginary', 'disorder', 'young', 'ability', 'mischievous', 'friendship', 'ghost', 'supernatural', 'afterlife']"
155,155,8839,"['train', 'pusher', 'drug', 'lord']"
156,156,20649,"['gorilla', 'kongo', 'mine', 'diamond']"
157,157,10329,"['missile', 'russia', 'navy', 'post', 'dilemma', 'chain', 'cold', 'war', 'military', 'launch', 'torpedo', 'mutiny', 'battle', 'aircraft', 'sonar', 'us', 'power', 'carrier', 'code', 'embassy', 'moral', 'nuclear', 'submarine', 'command']"
158,158,8963,"['biography', 'underground', 'art']"
159,159,26564,"['lord', 'explosion', 'brutality', 'gunslinger', 'mexico', 'ambush', 'anti', 'brace', 'drug', 'extreme', 'concealed', 'showdown', 'bookstore', 'bartender', 'shootout', 'weapon', 'hitman', 'hero', 'terror', 'leg', 'revenge', 'mariachi', 'guitar', 'nudity', 'violence', 'tragic', 'flashback']"
160,160,8068,"['private', 'noir', 'jazz', 'murder', 'los', 'club', 'angeles', 'neonoir', 'detective', 'film']"
161,161,8512,"['deception', 'city', 'explosion', 'car', 'bomb', 'police', 'truck', 'says', 'reserve', 'dump', 'fistfight', 'ship', 'taxi', 'detective', 'chase', 'helicopter', 'riddle', 'bank', 'robbery', 'shootout', 'sequel', 'agent', 'action', 'hero', 'aqueduct', 'fbi', 'gold', 'subway', 'simon', 'york', 'violence', 'new', 'federal', 'flashback']"
162,162,1572,"['nazis', 'voyeur', 'drifter', 'nudity', 'suspense', 'sex', 'eroticism']"
163,163,13552,['']
164,164,259209,"['king', 'knight', 'arthur', 'knights', 'round', 'camelot', 'excalibur', 'table']"
165,165,6520,"['whale', 'animal', 'killer', 'relationship', 'human']"
166,166,9073,"['fantasy', 'city', 'sequence', 'dream', 'reality', 'sexual', 'cyberpunk', 'prank', 'teenager', 'york', 'nudity', 'secret', 'virus', 'hacker', 'internet', 'new', 'service', 'female', 'computer', 'virtual']"
167,167,10428,"['hiv', 'musical', 'positive', 'play', 'gay', 'based', 'aids']"
168,168,17447,"['brain', 'cyber', 'industry', 'memory', 'cyberpunk', 'courier', 'pharmaceutical', 'childhood', 'dystopia', 'chip', 'computer']"
169,169,9886,"['prosthetic', 'ad', 'gene', 'based', 'police', 'dystopic', 'frame', 'graphic', 'post', 'officer', 'judge', 'dna', 'comic', 'holocaust', 'postapocalyptic', 'novel', 'testing', 'limb', 'framed', 'murder', 'dystopia', 'future', 'dredd']"
170,170,9482,"['independent', 'film', 'duty', 'jury', 'jurist', 'verdict', 'stripper']"
171,171,19326,"['first', 'time', 'puberty']"
172,172,9344,"['cinema', 'independent', 'filmmaker', 'film']"
173,173,9071,"['sect', 'occultism', 'wizardry', 'resurrection', 'fanatic', 'supernatural']"
174,174,8973,['']
175,175,15730,"['director', 'suicide', 'teen', 'college', 'angst', 'woman', 'mental', 'illness', 'attempt']"
176,176,47608,"['game', 'man', 'bandleader', 'coke', 'bob', 'silent', 'exgirlfriend', 'relationship', 'mall', 'show', 'sex', 'jay', 'slacker', 'exboyfriend', 'shopping', 'aftercreditsstinger']"
177,177,2293,"['tv', 'morphin', 'rangers', 'diversity', 'super', 'tokusatsu', 'sentai', 'mmpr', 'based', 'team', 'superhero', 'ethnic', 'power', 'mighty', 'series']"
178,178,9070,"['husband', 'death', 'widow', 'friendship', 'grief', 'female']"
179,179,68274,"['mute', 'disk', 'murder', 'police', 'chase']"
180,180,48787,"['dracula', 'vampire', 'new', 'york']"
181,181,34574,"['cheating', 'virus', 'stalking', 'new', 'chase', 'computer']"
182,182,1642,"['wish', 'baby', 'child', 'pregnancy', 'marriage', 'parent', 'relationship']"
183,183,11472,"['library', 'party', 'independent', 'director', 'woman', 'free', 'librarian', 'spirit', 'film']"
184,184,36196,"['gabriel', 'menschheit', 'angel', 'archangel']"
185,185,11980,"['game', 'christmas', 'show', 'female', 'protagonist', 'trauma']"
186,186,58372,"['independent', 'pollution', 'medicine', 'mcs', 'housewife', 'multiple', 'disorder', 'environmental', 'illness', 'allergy', 'sensitivity', 'psychiatrist', 'sex', 'chemical', 'quarantine', 'retreat', 'film']"
187,187,32646,"['witches', 'drama', 'puritan', 'pregnancy', 'novel', 'extramarital', 'burning', 'based', 'affair', 'period']"
188,188,10533,['']
189,189,56088,"['dancer', 'gogo', 'nudity', 'seduction', 'female', 'spanner', 'dancing', 'sexappeal', 'striptease']"
190,190,10802,"['independent', 'smoking', 'writer', 'cigar', 'laden', 'cigarette', 'robber', 'film']"
191,191,10149,"['family', 'horse', 'savannah', 'based', 'story', 'true']"
192,192,18402,"['dna', 'engineering', 'decapitation', 'femme', 'sexual', 'cocoon', 'paranoia', 'scientists', 'alien', 'los', 'genetics', 'angeles', 'genetic', 'run', 'telepathy', 'attraction', 'instinct', 'fatale']"
193,193,9348,"['setting', 'restaurant', 'rural', 'oil']"
194,194,139408,"['revolt', 'rapper', 'director', 'prostitute', 'brutality', 'police', 'bodyguard', 'angeles', 'criminal', 'minidisc', 'cyberpunk', 'excop', 'exgirlfriend', 'rape', 'detective', 'pornography', 'dream', 'woman', 'private', 'reality', 'murder', 'los', 'violence', 'dystopia', 'future', 'virtual']"
195,195,281,"['single', 'war', 'musical', 'car', 'letter', 'mechanic']"
196,196,5967,['']
197,197,79593,"['director', 'war', 'woman', 'baseball', 'drifter', 'korean', 'dog']"
198,198,47939,"['director', 'woman', 'mentor', 'poet']"
199,199,36834,"['director', 'homophobia', 'drag', 'transvestism', 'woman', 'york', 'gay', 'new', 'queen', 'travel', 'movie', 'road']"
200,200,9090,"['train', 'satellite', 'seal', 'terrorist', 'pentagon', 'navy']"
201,201,3512,"['director', 'woman']"
202,202,52856,['fashion']
203,203,77350,"['war', 'pregnancy', 'world', 'woman', 'ii', 'grape', 'remake', 'vineyard', 'harvest', 'love', 'abandoned']"
204,204,9560,"['water', 'ocean', 'dystopia', 'doomsday', 'mutant', 'tattoo']"
205,205,9804,"['black', 'alternative', 'dystopia', 'relations', 'universe', 'white']"
206,206,31611,"['biography', 'opium', 'loss', 'sioux', 'hickok', 'calamity', 'wild', 'bill', 'eyesight', 'jane']"
207,207,65796,['']
208,208,49805,"['children', 'scouts', 'cave', 'waterfall', 'mistaken', 'boy', 'leader']"
209,209,26258,"['relationship', 'colonel', 'wife', 'husband']"
210,210,50797,"['fashion', 'monk', 'war', 'photographer', 'macedonia', 'girl', 'albanian', 'violence', 'christian', 'mountain', 'restaurant']"
211,211,19155,"['walking', 'dialogue', 'austria', 'danube', 'vienna', 'soulmates', 'sunrise', 'bittersweet', 'romantic', 'talking', 'traveller']"
212,212,76,"['director', 'woman']"
213,213,11017,"['party', 'alcohol', 'babysitter', 'teenager', 'obsession', 'parents']"
214,214,37141,"['homosexuality', 'homicide', 'friends', 'car', 'escape', 'friendship', 'roommate', 'movie', 'aids', 'road', 'journey']"
215,215,9382,['mississippi']
216,216,6715,"['voyeurism', 'castle']"
217,217,18256,"['independent', 'forbidden', 'conflict', 'moral', 'love', 'film']"
218,218,22625,"['loser', 'aftercreditsstinger', 'salesclerk']"
219,219,2292,"['juan', 'addiction', 'mental', 'psychiatrist', 'sex', 'institution', 'patient', 'love']"
220,220,1909,"['intrigue', 'employee', 'sexual', 'harassment', 'workplace']"
221,221,8984,"['vision', 'psychic']"
222,222,61813,"['transport', 'airplane', 'suspense', 'prisoners', 'terrorist', 'parachuting']"
223,223,4954,"['expectant', 'father', 'heist']"
224,224,62488,"['pinochetregime', 'revenge', 'humiliation', 'torture', 'married', 'doctor', 'couple', 'chile']"
225,225,10531,"['family', 'suspicion', 'bangormaine', 'based', 'bar', 'antidepressant', 'alcoholic', 'accident', 'island', 'father', 'detective', 'anger', 'maid', 'reporter', 'dysfunctional', 'novel', 'bank', 'abusive', 'abuse', 'husband', 'account', 'domestic', 'child', 'suspense', 'murder', 'violence']"
226,226,11929,"['job', 'stepmother', 'utah', 'relationship', 'pill', 'criminal', 'aspen', 'colorado', 'station', 'gas', 'laxative', 'clumsiness', 'defecation', 'stepdaughter', 'parakeet', 'fired', 'prank', 'cigar', 'suite', 'motel', 'foolish', 'species', 'scooter', 'smoking', 'stupidity', 'toilet', 'hotel', 'violence', 'endangered', 'sitting']"
227,227,8467,"['life', 'family', 'sense', 'daughter', 'dating', 'cooking']"
228,228,10451,"['independent', 'unhappiness', 'nightclub', 'pet', 'secret', 'shop', 'film']"
229,229,20156,"['smuggler', 'kinky', 'nudity', 'bdsm', 'island', 'female', 'mistress', 'love', 'sexuality']"
230,230,18395,"['director', 'transvestite', 'business', 'boxer', 'angeles', 'handgun', 'treating', 'transsexuality', 'fortune', 'film', 'trick', 'actor', 'drug', 'studio', 'taxi', 'teller', 'making', 'individual', 'addict', 'morphine', 'movie', 'celebrity', 'producer', 'cult', 'maker', 'los', 'theremin', 'vororte', 'oddball']"
231,231,522,"['fear', 'necklace', 'deal', 'enemy', 'airport', 'canadian', 'smuggling', 'vineyard', 'flying', 'paris', 'love']"
232,232,397,"['dallas', 'basketball', 'falling', 'crisis', 'referee', 'paris', 'love']"
233,233,10525,"['dog', 'wilderness', 'boy']"
234,234,27985,"['son', 'dead', 'musical', 'singer', 'relationship', 'road', 'pop', 'celebrity', 'first', 'goofy', 'father', 'trip', 'love', 'mother']"
235,235,15789,['suspense']
236,236,27303,"['father', 'accident', 'novel', 'car', 'based', 'reincarnation', 'dog', 'relationship', 'movie', 'son', 'talking', 'flashback']"
237,237,21183,"['biography', 'singer', 'dresden', 'relationship', 'brother', 'opera', 'eunuch']"
238,238,10954,"['country', 'music']"
239,239,47867,['']
240,240,43475,['']
