userId,Movie,genres,keywords
2,When Harry Met Sally...,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'id': 242, 'name': 'new york'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1946, 'name': 'restaurant'}, {'id': 3200, 'name': 'platonic love'}, {'id': 3201, 'name': 'orgasm'}, {'id': 6054, 'name': 'friendship'}, {'id': 10556, 'name': 'male female relationship'}]"
2,Meet the Fockers,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 591, 'name': 'cia'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1196, 'name': 'florida'}, {'id': 2088, 'name': 'anti-authoritarian upbringing'}, {'id': 2606, 'name': 'jew'}, {'id': 3453, 'name': 'parents-in-law'}, {'id': 3454, 'name': 'orderly'}, {'id': 3455, 'name': 'just married'}, {'id': 3456, 'name': 'sex therapy'}, {'id': 6188, 'name': 'bad father-in-law'}, {'id': 18035, 'name': 'family'}, {'id': 183886, 'name': 'illegitimate son'}]"
2,Manhattan,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 242, 'name': 'new york'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 2087, 'name': 'lolita'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 10183, 'name': 'independent film'}, {'id': 11869, 'name': 'mistress'}, {'id': 13028, 'name': 'writer'}, {'id': 14534, 'name': 'relationship'}, {'id': 14828, 'name': 'city'}, {'id': 15160, 'name': 'divorce'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 193682, 'name': 'married'}]"
2,Annie Hall,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 2398, 'name': 'narration'}, {'id': 2835, 'name': 'neurosis'}, {'id': 3485, 'name': 'comedian'}, {'id': 3489, 'name': 'job interview'}, {'id': 9673, 'name': 'love'}, {'id': 10229, 'name': 'singer'}, {'id': 11508, 'name': 'jewish'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 160442, 'name': 'talking to the audience'}, {'id': 162463, 'name': 'volkswagen beetle'}]"
2,Tillsammans,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 458, 'name': 'hippie'}, {'id': 1192, 'name': 'sweden'}, {'id': 1228, 'name': '1970s'}, {'id': 1253, 'name': 'roommate'}, {'id': 1698, 'name': 'ideology'}, {'id': 1773, 'name': 'socialism'}, {'id': 2383, 'name': 'feminism'}, {'id': 2412, 'name': 'commune'}, {'id': 2821, 'name': 'pacifism'}, {'id': 3469, 'name': 'utopia'}, {'id': 9457, 'name': 'single'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 220491, 'name': 'anti-authoritarian'}]"
2,Gentlemen Prefer Blondes,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 90, 'name': 'paris'}, {'id': 494, 'name': 'father son relationship'}, {'id': 642, 'name': 'robbery'}, {'id': 1384, 'name': 'diamant'}, {'id': 1802, 'name': 'revuegirls'}, {'id': 3897, 'name': 'double wedding'}, {'id': 4344, 'name': 'musical'}, {'id': 6099, 'name': 'jewelry'}, {'id': 33626, 'name': 'millionaire'}]"
2,La RÃ¨gle du jeu,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 90, 'name': 'paris'}, {'id': 213, 'name': 'upper class'}, {'id': 931, 'name': 'jealousy'}, {'id': 964, 'name': 'servant'}, {'id': 3203, 'name': 'pilot'}, {'id': 4029, 'name': 'bourgeoisie'}, {'id': 33688, 'name': 'hunting'}]"
2,Roman Holiday,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 588, 'name': 'rome'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1422, 'name': 'boat'}, {'id': 1691, 'name': 'dance'}, {'id': 2051, 'name': 'intelligence'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 4123, 'name': 'embassy'}, {'id': 4263, 'name': 'duty'}, {'id': 4674, 'name': 'sightseeing'}, {'id': 6025, 'name': 'photography'}]"
2,Sleepless in Seattle,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 494, 'name': 'father son relationship'}, {'id': 725, 'name': 'lovesickness'}, {'id': 736, 'name': 'journalist'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1014, 'name': 'loss of lover'}, {'id': 1224, 'name': 'radio station'}, {'id': 1441, 'name': 'christmas party'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2135, 'name': 'radio'}, {'id': 2350, 'name': 'seattle'}, {'id': 2672, 'name': 'baltimore'}, {'id': 2687, 'name': 'fiancÃ©'}, {'id': 3740, 'name': 'radio presenter'}, {'id': 3800, 'name': 'airplane'}, {'id': 4305, 'name': 'radio transmission'}, {'id': 4306, 'name': 'observation deck'}, {'id': 6054, 'name': 'friendship'}, {'id': 6059, 'name': 'unsociability'}, {'id': 187056, 'name': 'woman director'}]"
2,Singin' in the Rain,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 3177, 'name': 'fan'}, {'id': 3748, 'name': 'morning'}, {'id': 4344, 'name': 'musical'}, {'id': 6494, 'name': 'talkie'}, {'id': 9104, 'name': 'partner'}, {'id': 9732, 'name': 'movie in movie'}, {'id': 156028, 'name': 'broadway'}, {'id': 164090, 'name': 'audience'}, {'id': 164623, 'name': 'chorus girl'}, {'id': 164628, 'name': 'diction coach'}, {'id': 164636, 'name': 'pearl necklace'}, {'id': 164641, 'name': 'flapper'}]"
3,Eyes Wide Shut,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]","[{'id': 314, 'name': 'life and death'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 460, 'name': 'free love'}, {'id': 826, 'name': 'heterosexual'}, {'id': 1441, 'name': 'christmas party'}, {'id': 1664, 'name': 'eroticism'}, {'id': 1817, 'name': 'orgy'}, {'id': 2404, 'name': 'masked ball'}, {'id': 10776, 'name': 'marijuana'}, {'id': 33625, 'name': 'illegal prostitution'}]"
3,To Catch a Thief,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 612, 'name': 'hotel'}, {'id': 769, 'name': 'falsely accused'}, {'id': 885, 'name': 'villa'}, {'id': 931, 'name': 'jealousy'}, {'id': 965, 'name': 'age difference'}, {'id': 977, 'name': 'cat'}, {'id': 996, 'name': 'expensive restaurant'}, {'id': 1861, 'name': 'nice'}, {'id': 2335, 'name': 'southern france'}, {'id': 2404, 'name': 'masked ball'}, {'id': 2405, 'name': 'roof'}, {'id': 2406, 'name': 'picnic'}, {'id': 2407, 'name': 'fireworks'}, {'id': 2408, 'name': ""côte d'azur""}, {'id': 6099, 'name': 'jewelry'}, {'id': 6149, 'name': 'police'}, {'id': 9937, 'name': 'suspense'}, {'id': 155658, 'name': 'blonde woman'}, {'id': 156082, 'name': 'cat burglar'}]"
3,Caché,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 90, 'name': 'paris'}, {'id': 213, 'name': 'upper class'}, {'id': 1525, 'name': 'puberty'}, {'id': 1596, 'name': 'anonymous letter'}, {'id': 1660, 'name': 'suppressed past'}, {'id': 2245, 'name': 'massacre on french algerians 1961'}, {'id': 2246, 'name': 'confidence'}, {'id': 2248, 'name': 'moderator'}, {'id': 2249, 'name': 'camcorder'}, {'id': 2250, 'name': 'menace'}, {'id': 2251, 'name': 'lie'}, {'id': 2263, 'name': 'algerian'}, {'id': 3297, 'name': 'videoband'}, {'id': 6258, 'name': 'intellectual'}, {'id': 33674, 'name': 'conscience'}]"
3,Pi,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2157, 'name': 'hacker'}, {'id': 2303, 'name': 'mathematician'}, {'id': 2358, 'name': 'helix'}, {'id': 2359, 'name': 'headache'}, {'id': 2362, 'name': 'chaos theory'}, {'id': 2390, 'name': 'migraine'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6255, 'name': 'insanity'}, {'id': 6257, 'name': 'genius'}]"
3,Marnie,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 276, 'name': 'philadelphia'}, {'id': 447, 'name': 'post traumatic stress  disorder'}, {'id': 549, 'name': 'prostitute'}, {'id': 570, 'name': 'rape'}, {'id': 643, 'name': 'horse race'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1443, 'name': 'clerk'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2039, 'name': 'sexual frustration'}, {'id': 2251, 'name': 'lie'}, {'id': 2284, 'name': 'horseback riding'}, {'id': 2316, 'name': ""women's sexual identity""}, {'id': 2547, 'name': 'new identity'}, {'id': 2548, 'name': 'kleptomania'}, {'id': 2672, 'name': 'baltimore'}, {'id': 2673, 'name': 'horse'}, {'id': 2675, 'name': 'frigidity'}, {'id': 2676, 'name': 'honeymoon'}, {'id': 2699, 'name': 'fetish'}, {'id': 2749, 'name': 'riding accident'}, {'id': 2799, 'name': 'cruise'}, {'id': 2800, 'name': 'psychology'}, {'id': 2801, 'name': 'self-defense'}, {'id': 2843, 'name': 'fetishism'}, {'id': 3713, 'name': 'chase'}, {'id': 9937, 'name': 'suspense'}, {'id': 13001, 'name': 'cowardliness'}]"
3,Rear Window,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 428, 'name': 'nurse'}, {'id': 1003, 'name': 'photographer'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 5490, 'name': 'girlfriend'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10332, 'name': 'salesman'}, {'id': 33632, 'name': 'apartment'}, {'id': 160967, 'name': 'convalescence'}, {'id': 178649, 'name': 'voyeurism'}, {'id': 236909, 'name': 'homebound'}]"
3,Frenzy,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 212, 'name': 'london england'}, {'id': 570, 'name': 'rape'}, {'id': 6149, 'name': 'police'}, {'id': 9937, 'name': 'suspense'}, {'id': 10714, 'name': 'serial killer'}]"
3,The Conversation,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 582, 'name': 'san francisco'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2380, 'name': 'audio tape'}, {'id': 2980, 'name': 'wiretap'}, {'id': 4918, 'name': 'shadowing'}]"
3,Lost Highway,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 222, 'name': 'schizophrenia'}, {'id': 378, 'name': 'prison'}, {'id': 445, 'name': 'pornography'}, {'id': 625, 'name': 'sadistic'}, {'id': 851, 'name': 'dual identity'}, {'id': 931, 'name': 'jealousy'}, {'id': 1566, 'name': 'dream'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2039, 'name': 'sexual frustration'}, {'id': 2320, 'name': 'violent husband'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2359, 'name': 'headache'}, {'id': 2496, 'name': 'impotence'}, {'id': 2669, 'name': 'motel'}, {'id': 2885, 'name': 'prison cell'}, {'id': 3017, 'name': 'jazz musician'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3149, 'name': 'gangster boss'}, {'id': 3295, 'name': 'vicious circle'}, {'id': 3296, 'name': 'car mechanic'}, {'id': 3297, 'name': 'videoband'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3300, 'name': 'cadillac'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3302, 'name': 'bloodthirstiness'}, {'id': 3303, 'name': 'bedroom'}, {'id': 3305, 'name': 'housebreaking'}, {'id': 3306, 'name': 'highway'}, {'id': 3307, 'name': 'surreal'}, {'id': 3394, 'name': 'identity crisis'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4375, 'name': 'transformation'}, {'id': 6149, 'name': 'police'}, {'id': 6255, 'name': 'insanity'}, {'id': 9826, 'name': 'murder'}, {'id': 9844, 'name': 'car crash'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 189421, 'name': 'female corpse'}]"
3,Out of the Past,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 703, 'name': 'detective'}, {'id': 1415, 'name': 'small town'}, {'id': 1420, 'name': 'gas station'}, {'id': 1635, 'name': 'deaf-mute'}, {'id': 1660, 'name': 'suppressed past'}, {'id': 9016, 'name': 'femme fatale'}, {'id': 9104, 'name': 'partner'}, {'id': 9758, 'name': 'deception'}, {'id': 11435, 'name': 'briefcase'}, {'id': 13142, 'name': 'gangster'}, {'id': 33456, 'name': 'double cross'}, {'id': 155436, 'name': 'classic noir'}, {'id': 177362, 'name': 'tax evasion'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 195402, 'name': 'film noir'}]"
4,The Big One,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 378, 'name': 'prison'}, {'id': 822, 'name': 'airport'}, {'id': 2398, 'name': 'narration'}, {'id': 2494, 'name': 'ohio'}, {'id': 4108, 'name': 'protest'}]"
4,Jesus Camp,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 186, 'name': 'christianity'}, {'id': 1536, 'name': 'religious education'}, {'id': 5767, 'name': 'summer camp'}, {'id': 9649, 'name': 'god'}, {'id': 10183, 'name': 'independent film'}, {'id': 11529, 'name': 'conservatism'}, {'id': 14765, 'name': 'church'}, {'id': 15302, 'name': 'evangelical christianity'}, {'id': 18071, 'name': 'belief in god'}, {'id': 33858, 'name': 'right wing'}, {'id': 164810, 'name': 'religious fundamentalism'}, {'id': 166950, 'name': 'indoctrination'}, {'id': 187056, 'name': 'woman director'}]"
4,The Backyard,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 206441, 'name': 'pro wrestling'}, {'id': 206542, 'name': 'backyard wrestling'}]"
4,Roger & Me,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]","[{'id': 592, 'name': 'capitalism'}, {'id': 14737, 'name': 'economics'}, {'id': 156052, 'name': 'unemployment'}, {'id': 156338, 'name': 'corporate greed'}]"
4,An Inconvenient Truth,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 2210, 'name': 'climate change'}, {'id': 2212, 'name': 'greenhouse effect'}, {'id': 3693, 'name': 'climate'}, {'id': 4627, 'name': 'earth'}, {'id': 5769, 'name': 'global warming'}, {'id': 6078, 'name': 'politics'}, {'id': 6256, 'name': 'truth'}, {'id': 6711, 'name': 'crisis'}, {'id': 18330, 'name': 'nature'}, {'id': 33577, 'name': 'environment'}, {'id': 156810, 'name': 'science'}, {'id': 164090, 'name': 'audience'}]"
4,Dixie Chicks: Shut Up and Sing,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 1604, 'name': 'operation'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 3636, 'name': 'face operation'}, {'id': 5451, 'name': 'comic book'}, {'id': 6349, 'name': 'bulgaria'}, {'id': 6350, 'name': 'head injury'}, {'id': 6351, 'name': 'chief executive officer'}, {'id': 10183, 'name': 'independent film'}, {'id': 13005, 'name': 'doctor'}]"
4,Capturing the Friedmans,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 1291, 'name': 'central and south america'}, {'id': 3009, 'name': 'farm worker'}, {'id': 4932, 'name': 'farm'}, {'id': 6285, 'name': ""coup d'etat""}, {'id': 6451, 'name': 'santiago'}, {'id': 11627, 'name': 'paranormal phenomena'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 155881, 'name': 'estate'}, {'id': 208720, 'name': 'family estate'}]"
4,Rize,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 2868, 'name': 'crusade'}, {'id': 2901, 'name': 'crusader'}, {'id': 4379, 'name': 'time travel'}, {'id': 4820, 'name': 'leap in time'}, {'id': 41406, 'name': 'middle ages'}]"
4,Sicko,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 1760, 'name': 'casual meeting'}, {'id': 2062, 'name': 'restart'}, {'id': 3489, 'name': 'job interview'}, {'id': 4042, 'name': 'underclass'}, {'id': 4673, 'name': 'consumption'}, {'id': 6069, 'name': 'class'}, {'id': 162262, 'name': 'movie star'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
4,Der rote Elvis,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 90, 'name': 'paris'}, {'id': 549, 'name': 'prostitute'}, {'id': 1667, 'name': 'pimp'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 4750, 'name': 'red-light disctrict'}, {'id': 5319, 'name': 'pub'}, {'id': 6149, 'name': 'police'}]"
5,Postal,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 293, 'name': 'female nudity'}, {'id': 1326, 'name': 'infidelity'}, {'id': 2848, 'name': 'tennis player'}, {'id': 2864, 'name': 'one-night stand'}, {'id': 4115, 'name': 'longing'}, {'id': 14534, 'name': 'relationship'}, {'id': 155790, 'name': 'private detective'}]"
5,The In-Laws,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 139, 'name': 'anti terror'}, {'id': 321, 'name': 'terror'}, {'id': 591, 'name': 'cia'}, {'id': 697, 'name': 'loss of son'}, {'id': 796, 'name': 'police brutality'}, {'id': 949, 'name': 'terrorist'}, {'id': 963, 'name': 'loss of brother'}, {'id': 1242, 'name': 'war against terror'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2300, 'name': 'despair'}, {'id': 2614, 'name': 'inhumanity'}, {'id': 2944, 'name': 'senator'}, {'id': 3047, 'name': 'plo'}, {'id': 4098, 'name': 'civil rights activist'}, {'id': 4245, 'name': 'hijacking'}, {'id': 4460, 'name': 'terror cell'}, {'id': 4549, 'name': 'loss of husband'}, {'id': 6078, 'name': 'politics'}, {'id': 6083, 'name': 'politician'}, {'id': 6086, 'name': 'government'}, {'id': 6381, 'name': 'loss of daughter'}, {'id': 7097, 'name': 'torture by the police'}, {'id': 13006, 'name': 'torture'}, {'id': 14624, 'name': 'cruelty'}, {'id': 14638, 'name': 'american'}, {'id': 18420, 'name': 'surveillance'}]"
5,The Wrong Guys,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 293, 'name': 'female nudity'}, {'id': 2483, 'name': 'nudity'}, {'id': 4204, 'name': 'deputy'}, {'id': 10332, 'name': 'salesman'}]"
5,"Cherry, Harry & Raquel!","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 293, 'name': 'female nudity'}, {'id': 2496, 'name': 'impotence'}, {'id': 3508, 'name': 'underwear'}, {'id': 162993, 'name': 'dark humor'}, {'id': 190370, 'name': 'erotic movie'}]"
5,Showtime,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 7542, 'name': 'foreign worker'}, {'id': 190370, 'name': 'erotic movie'}]"
5,Crime Spree,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 2652, 'name': 'nazis'}, {'id': 11064, 'name': 'nazi germany'}]"
