,userId,movieId,rating,original_title,genres,keywords
38,2,11862,3,Father of the Bride Part II,"[{'id': 35, 'name': 'Comedy'}]","['robbery', 'detective', 'bank', 'obsession', 'chase', 'shooting', 'thief', 'honor', 'murder', 'suspense', 'heist', 'betrayal', 'money', 'gang', 'cat', 'and', 'mouse', 'criminal', 'mastermind', 'cult', 'film', 'excon', 'heist', 'movie', 'one', 'last', 'job', 'loner', 'bank', 'job', 'neonoir', 'gun', 'fight', 'crime', 'epic']"
39,2,451,3,Leaving Las Vegas,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","['shakespeare', 'jealousy', 'friends', 'moor']"
40,2,11010,3,Il postino,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",[]
41,2,11000,3,The Birdcage,"[{'id': 35, 'name': 'Comedy'}]","['mountain', 'miracle', 'apparition', 'communism', 'virgin', 'mary']"
42,2,9879,3,Striptease,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",[]
43,2,602,3,Independence Day,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",[]
44,2,28005,3,Kama Sutra - A Tale of Love,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]","['sexuality', 'becoming', 'an', 'adult', 'eroticism', 'radio', 'jew', 'childhood', 'memory', 'private', 'life', 'erection', 'youth', 'woman', 'director']"
45,2,63,2,Twelve Monkeys,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",[]
46,2,1701,2,Con Air,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","['woman', 'director']"
47,2,9268,1,Eraser,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",[]
48,2,9327,1,The Nutty Professor,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]","['woman', 'director']"
49,3,424,4,Schindler's List,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","['baseball', 'pitcher', 'sport', 'father', 'figure', 'mentally', 'ill']"
50,3,238,4,The Godfather,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","['transvestism', 'gay', 'male', 'nudity', 'sexual', 'cologne', 'drag', 'queen', 'support', 'group', 'heterosexual', 'diashow', 'waitress', 'infidelity', 'friendship']"
51,3,329,3,Jurassic Park,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","['california', 'journalist', 'journalism', 'photographer', 'highway', 'serial', 'killer', 'hitchhike']"
52,3,402,3,Basic Instinct,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","['hippie', 'poetry', 'sex', 'rock', 'and', 'roll', 'nudity', 'hallucination', 'wilderness', 'airplane', 'musical', 'addicted', 'joint', 'organ', 'lsd', 'biography', 'alcoholism', 'the', 'doors', 'car', 'crash', 'singer', 'drug', 'music', 'band', 'flashback', 'blood', 'ritual']"
53,3,601,3,E.T. the Extra-Terrestrial,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",[]
54,3,105,3,Back to the Future,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","['southern', 'usa', 'bee']"
55,3,2108,3,The Breakfast Club,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","['gay', 'dancing', 'fire', 'diary', 'nightmare', 'haunted', 'house', 'transformation', 'supernatural', 'high', 'school', 'party', 'possession', 'premonition', 'spontaneous', 'combustion', 'bdsm', 'school', 'bus', 'disfigurement', 'sleepwalking', 'dreams']"
56,3,10998,3,Fatal Attraction,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","['proof', 'client', 'court', 'lawyer', 'courtroom', 'beach', 'house', 'heiress', 'neonoir']"
57,3,15592,3,Beaches,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",[]
58,3,788,2,Mrs. Doubtfire,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","['reference', 'to', 'the', 'book', 'of', 'revelation']"
59,4,601,5,E.T. the Extra-Terrestrial,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",[]
60,4,240,5,The Godfather: Part II,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","['suicide', 'prostitute', 'helicopter', 'based', 'on', 'novel', 'journalism', 'sniper', 'propaganda', 'vietnam', 'recruit', 'war', 'photographer', 'war', 'correspondent', 'war', 'boot', 'camp', 'rescue', 'jungle', 'infantry', 'sergeant', 'racism', 'violence', 'genocide', 'fighting', 'platoon', 'combat', 'discipline', 'obstacle', 'course', 'peace', 'sign', 'us', 'marine', 'mass', 'grave', 'blanket', 'party']"
61,4,242,5,The Godfather: Part III,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","['sex', 'eroticism', 'group', 'sex', 'bible', 'religion', 'and', 'supernatural', 'faith', 'the', 'rapture', 'religious', 'conversion', 'end', 'of', 'the', 'world', 'apocalypse', 'armageddon', 'religious', 'fanatic']"
62,4,1934,5,Shakespeare in Love,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]","['challenge', 'change', 'religion', 'suburb', 'church', 'belief', 'masses']"
63,4,745,5,The Sixth Sense,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","['martinique', 'claude', 'monet', 'famous', 'painting', 'glider', 'insurance', 'agent', 'missing', 'painting', 'stolen', 'painting', 'valuable', 'painting', 'rich', 'people']"
64,4,863,5,Toy Story 2,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","['independent', 'film']"
65,4,462,5,Erin Brockovich,"[{'id': 18, 'name': 'Drama'}]","['omen', 'airplane', 'accident', 'corpse', 'death', 'neardeath', 'experience']"
66,4,2292,4,Clerks,"[{'id': 35, 'name': 'Comedy'}]","['sex', 'addiction', 'love', 'mental', 'institution', 'patient', 'psychiatrist', 'don', 'juan']"
67,4,9409,4,Another Stakeout,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","['female', 'nudity', 'revenge', 'wild', 'west', 'blonde', 'woman', 'fast', 'draw', 'tough', 'xa0girl', 'gun', 'fu', 'pistol', 'duel', 'small', 'western', 'town']"
68,4,954,4,Mission: Impossible,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","['road', 'movie']"
69,4,2493,4,The Princess Bride,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","['saving', 'the', 'world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather', 'jacket', 'nazis', 'hat', 'mediterranean', 'ark', 'of', 'the', 'covenant', 'ten', 'commandments', 'treasure', 'hunt', 'excavation', 'swastika', 'archaeologist', 'indiana', 'jones', 'archeologyxa0']"
70,4,9415,4,Murder at 1600,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","['cop', 'thriller']"
71,4,2118,4,L.A. Confidential,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","['buddhism', 'himalaya', 'austria', 'mountain', 'buddhist', 'monk', 'world', 'war', 'ii', 'prisoners', 'of', 'war', 'monsoon', 'tibet', 'dalai', 'lama', 'mountaineer', 'lhasa', 'wedding']"
72,4,1813,4,The Devil's Advocate,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","['astronaut', 'chimpanzee']"
73,4,846,4,The X Files,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","['male', 'nudity', 'hostage', 'gangster', 'boss', 'release', 'from', 'prison', 'dublin', 'irish', 'hoodlum']"
74,4,3050,4,Doctor Dolittle,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","['journalist', 'bedroom', 'purse', 'trunk', 'elmore', 'leonard']"
75,4,9487,4,A Bug's Life,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","['exzentrik', 'independent', 'film', 'reporter', 'exwife', 'spectacle']"
76,4,825,4,Playing by Heart,"[{'id': 18, 'name': 'Drama'}]","['transporter', 'sport', 'friends', 'nottingham']"
77,4,104,4,Lola rennt,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","['pop', 'culture', 'fan', 'culture', 'documentary', 'science', 'fiction', 'space', 'opera', 'fan', 'convention', 'fandom']"
78,4,2105,4,American Pie,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","['bomb', 'terrorist', 'fbi', 'professor', 'paranoia', 'college', 'wife', 'politics', 'army', 'murder', 'suspense', 'neighbor', 'agent', 'blueprint', 'classified', 'neonoir']"
79,4,620,4,Ghostbusters,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","['slime', 'ghostbuster', 'product', 'placement', 'reincarnation', 'painting', 'crude', 'humor', 'scream', 'single', 'mother', 'old', 'flame', 'courtroom', 'book', 'store', 'chrysler', 'building', 'river', 'of', 'slime', 'revolving', 'door', 'reference', 'to', 'slinky', 'occult', 'research']"
80,4,913,4,The Thomas Crown Affair,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","['in', 'love', 'with', 'enemy', 'holdup', 'robbery', 'boredom', 'insurance', 'salesman', 'business', 'man', 'insurance', 'fraud', 'plan', 'heist', 'theft', 'millionaire']"
81,4,1049,4,Sommersby,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","['based', 'on', 'fairy', 'tale']"
82,4,856,4,Who Framed Roger Rabbit,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]","['california', 'nevada', 'strip', 'club', 'game', 'show', 'utah', 'reno', 'stripper', 'road', 'trip', 'wedding', 'pregnancy', 'las', 'vegas', 'divorce', 'courtroom', 'will']"
83,4,334,4,Magnolia,"[{'id': 18, 'name': 'Drama'}]","['death', 'of', 'a', 'friend', 'unrequited', 'love', 'tragic', 'love', 'relationship', 'woman', 'director']"
84,4,10493,4,Dead Calm,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]","['paraguay', 'mengele', 'nazi', 'hunter', 'third', 'reich']"
85,4,2291,4,Jacob's Ladder,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","['cupcake', 'twenty', 'something', 'gameboy', 'money', 'bag', 'sidewalk']"
86,4,98,4,Gladiator,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",['africa']
87,4,7443,4,Chicken Run,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","['schizophrenia', 'excop', 'aftercreditsstinger', 'duringcreditsstinger']"
88,4,2024,4,The Patriot,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]","['adventure', 'cartoon', 'comedy', 'breaking', 'the', 'fourth', 'wall', 'talking', 'to', 'the', 'camera', 'road', 'movie', 'celebrity', 'cameo']"
89,4,2655,4,What Lies Beneath,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","['bird', 'collector', 'fighter', 'duel', 'nature', 'anime']"
90,4,392,4,Chocolat,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","['dude', 'amnesia', 'auto', 'friendship', 'cannabis', 'hangover', 'spoof', 'teenager', 'drug', 'alcohol', 'abuse', 'celebration', 'car', 'duringcreditsstinger', 'child']"
91,4,2043,4,Along Came a Spider,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","['1970s', 'war', 'on', 'drugs', 'drug', 'addiction', 'drug', 'traffic', 'drug', 'smuggle', 'rise', 'and', 'fall']"
92,4,671,4,Harry Potter and the Philosopher's Stone,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","['gay', 'stripper', 'porno', 'star', 'independent', 'film']"
93,4,9622,3,Beverly Hills Ninja,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","['san', 'francisco', 'liberation', 'of', 'hostage', 'police', 'hostagetaking', 'persuasion', 'revenge', 'jewel', 'thief', 'negotiation']"
94,4,8834,3,Conspiracy Theory,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","['donation', 'paranoia', 'terminal', 'illness', 'leukemia', 'psychological', 'thriller', 'criminal', 'convict', 'confrontation', 'captive', 'prison', 'escape', 'swat', 'team', 'freeway', 'propane']"
95,4,3597,3,I Know What You Did Last Summer,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","['child', 'abuse', 'southern', 'usa', 'obsession', 'subway', 'nudity', 'bible', 'seduction', 'hallucination', 'ambition', 'devils', 'son', 'marriage', 'crisis', 'pact', 'with', 'the', 'devil', 'crooked', 'lawyer', 'evil', 'spirit', 'satan', 'religion', 'lust', 'courtroom', 'temptation', 'law', 'firm', 'manhattan', 'new', 'york', 'city', 'seven', 'deadly', 'sins', 'ethics', 'gainesville', 'florida']"
96,4,115,3,The Big Lebowski,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",[]
97,4,796,3,Cruel Intentions,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockney', 'accent', 'pot', 'smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip', 'show', 'high', 'stakes']"
98,4,11355,3,Never Been Kissed,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","['mistaken', 'martial', 'arts', 'master', 'pianist', 'twins', 'grand', 'piano', 'concert', 'pianist']"
99,4,817,3,Austin Powers: The Spy Who Shagged Me,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]","['tax', 'inspector']"
100,4,345,3,Eyes Wide Shut,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]","['diving', 'sheriff', 'lake', 'crocodile', 'deputy', 'paleontologist', 'cow', 'maine', 'decapitation', 'severed', 'head', 'scientist', 'remote', 'tooth', 'bear', 'attack', 'campfire', 'severed', 'toe', 'torso', 'cut', 'in', 'half', 'giant', 'crocodile', 'crocodile', 'attack', 'animal', 'horror']"
101,4,10154,3,Mickey Blue Eyes,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","['pornography', 'exam', 'bed', 'graduation', 'final', 'exam', 'class', 'scholarship', 'bastille', 'suspense', 'mother', 'daughter', 'relationship', 'teen', 'movie', 'tears', 'gym', 'knocked', 'out', 'valedictorian', 'history', 'class', 'history', 'teacher', 'teenage', 'sex', 'reference', 'to', 'marilyn', 'monroe', 'letter', 'opener', 'school', 'bus']"
102,4,10398,3,Double Jeopardy,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","['jewry', 'schutzstaffel', 'jewish', 'life', 'jewish', 'ghetto']"
